project,project,,external-ids_greengenes_study_id,greengenes_id,External Greengenes Study ID,0,0,text,text,
project,project,,misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,text,
sample,sample,sample_name,sample_name,sample_name,Unique name or id of the sample,1,0,text,text,
sample,sample,sample_id,sample_id,sample_id,Internal ID of sample,0,0,text,text,
sample,sample,latitude,sample-origin_latitude,latitude,The geographical origin of the sample as defined by latitude. The value should be reported in decimal degrees and in WGS84 system,1,1,coordinate,Latitude,
sample,sample,longitude,sample-origin_longitude,longitude,The geographical origin of the sample as defined by longitude. The value should be reported in decimal degrees and in WGS84 system,1,1,coordinate,Longitude,
sample,sample,,sample-origin_continent,continent,"The geographical origin of the sample as defined by continent.  Use one of: Africa, Antarctica, Asia, Australia, Europe, North America, South America",0,0,select,select,
sample,sample,country,sample-origin_country,country,"The geographical origin of the sample as defined by the country or sea name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://bioportal.bioontology.org/visualize/1397)",1,1,ontology,Country,
sample,sample,site_name,sample-origin_location,location,The geographical origin of the sample as defined by the specific local region name,1,1,text,text,
sample,sample,depth,sample-origin_depth,depth,"Depth is defined as the vertical distance in meters below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly.",0,1,float,Measurement,meter
sample,sample,altitude,sample-origin_altitude,altitude,The altitude of the sample is the vertical distance in meters between Earth's surface above Sea Level and the sampled position in the air.,0,1,float,Measurement,meter
sample,sample,elevation,sample-origin_altitude,elevation,The elevation of the sampling site in meters as measured by the vertical distance from mean sea level.,0,1,float,Measurement,meter
sample,sample,Temp,sample-origin_temperature,temperature,Temperature of the sample in celsius at time of sampling,0,1,float,Measurement,celsius
sample,sample,,sample-origin_ph,ph,pH measurement of the sample,0,1,float,text,pH
sample,sample,collection_date,sample-origin_sampling_date,collection_date,"The date of sampling. Use ISO8601 compliant format, ie. 2008-01-23",1,1,date,date,
sample,sample,,sample-origin_sampling_time,collection_time,"The local time of sampling.  Use ISO8601 compliant format, ie. 19:23:10",1,0,time,Time,
sample,sample,,sample-origin_sampling_timezone,collection_timezone,"The timezone of sampling.  Use ISO8601 compliant format, ie. UTC-7",1,0,timezone,Timezone,
sample,sample,,,experimental_factor,"Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v132) terms, please see http://bioportal.bioontology.org/visualize/44641; for a browser of OBI (v1.0) terms please see http://bioportal.bioontology.org/visualize/40832",0,1,ontology,text,
sample,sample,,sample-isolation-and-treatment_sample_isolation_reference,isol_growth_condt,"Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation of the sample",0,1,text,text,
sample,sample,samp_collect_device,sample-isolation-and-treatment_sample_isolation_description,samp_collect_device,The method or device employed for isolating/collecting the sample,0,1,text,textarea,
sample,sample,samp_size,sample-isolation-and-treatment_sample_size,samp_size,"Amount or size of sample (volume, mass or area) that was collected, along with the unit used",0,1,text,text,
sample,sample,samp_mat_process,sample-isolation-and-treatment_biomaterial_treatment,samp_mat_process,"Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v1.0) terms please see http://bioportal.bioontology.org/visualize/40832",0,1,text,OOD_List,
sample,sample,,,subspecf_gen_lin,"This should provide further information about the genetic distinctness of this lineage by recording additional information i.e biovar, serovar, serotype, biovar, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information",0,1,text,text,
sample,sample,,,num_replicons,"Reports the number of replicons in a nuclear genome of eukaryotes, in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote",0,1,text,text,
sample,sample,,,extrachrom_elements,Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids),0,1,text,text,
sample,sample,,,estimated_size,The estimated size of the genome prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period.,0,1,text,text,
sample,sample,,,ref_biomaterial,"primary publication if isolated before genome publication; otherwise, primary genome report",0,1,text,text,
sample,sample,,,source_mat_id,"The name of the culture collection, holder of the voucher or an institution. Could enumerate a list of common resources, just as the American Type Culture Collection (ATCC), German Collection of Microorganisms and Cell Cultures (DSMZ) etc. Can select not deposited",0,1,text,text,
sample,sample,,,pathogenicity,To what is the entity pathogenic. ,0,1,text,text,
sample,sample,,,biotic_relationship,Is it free-living or in a host and if the latter what type of relationship is observed,0,1,text,text,
sample,sample,,,specific_host,"If there is a host involved, please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host). From this we can calculate any number of groupings of hosts (e.g. animal vs plant, all fish hosts, etc)",0,1,text,text,
sample,sample,taxon_id,,host_spec_range,The NCBI taxonomy identifier of the specific host if it is known,0,1,text,text,
sample,sample,,,health_disease_stat,"Health or disease status of specific host at time of collection. This field accepts PATO (v1.269) terms, for a browser please see http://bioportal.bioontology.org/visualize/44601",0,1,text,text,
sample,sample,,,trophic_level,Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph),0,1,text,text,
sample,sample,,,propagation,"This field is specific to different taxa. For phages: lytic/lysogenic, for plasmids: incompatibility group (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice",0,1,text,text,
sample,sample,,,encoded_traits,"Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage",0,1,text,text,
sample,sample,,,rel_to_oxygen,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments",0,1,text,text,
sample,sample,,sample-isolation-and-treatment_sampling_strategy,sample_strategy,"e.g. enriched , screened or normalized",0,0,text,OOD_List,
sample,sample,env_biome,biome-information_envo_lite,biome,"The environmental biome represents the major classes of ecologically similar communities of plants, animals, and other organisms. Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO terms listed under environmental biome can be found from the link: http://bioportal.bioontology.org/visualize/1069/?conceptid=ENVO%3A00000428",1,1,ontology,OOD_Tree,
sample,sample,env_feature,biome-information_envo_lite,feature,"Environmental feature level includes geographic environmental features. Examples include: harbor, cliff, or lake. EnvO terms listed under environmental feature can be found from the link: http://bioportal.bioontology.org/visualize/1069/?conceptid=ENVO%3A00002297",1,1,ontology,OOD_Tree,
sample,sample,env_matter,biome-information_envo_lite,material,"The environmental material level refers to the matter that was displaced by the sample, prior to the sampling event. Environmental matter terms are generally mass nouns. Examples include: air, soil, or water. EnvO terms listed under environmental matter can be found from the link: http://bioportal.bioontology.org/visualize/1069/?conceptid=ENVO%3A00010483",1,1,ontology,OOD_Tree,
sample,sample,,env_package,env_package,"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. Use one of: air, host-associated, human-associated, human-skin, human-oral, human-gut, human-vaginal, microbial mat|biofilm, miscellaneous, plant-associated, sediment, soil, wastewater|sludge, water",1,1,select,text,
sample,sample,,,mgrast_id,MG-RAST Sample ID,0,0,text,text,
sample,sample,,misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,text,
metagenome,library,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
metagenome,library,,project-description_metagenome_name,metagenome_name,Unique name for the sequences from this library,1,0,text,text,
metagenome,library,,,metagenome_id,MG-RAST metagenome ID for sequences in this library,0,0,text,text,
metagenome,library,,,file_name,Name of the sequence file submitted to MG-RAST,0,0,text,text,
metagenome,library,,,file_checksum,MD5 checksum of the sequence file submitted to MG-RAST,0,0,text,text,
metagenome,library,,investigation_type,investigation_type,"Library construction type. This field is either metagenome for whole genome shotgun sequencing or mimarks-survey for amplicon/target gene (eg. 16S) sequencing. Use one of: metagenome, mimarks-survey.",1,1,select,text,
metagenome,library,sequencing_meth,sequencing_sequencing_method,seq_meth,"Sequencing method used. Use one of: sanger, pyrosequencing, abi-solid, ion torrent, 454, illumina, assembeled, other",1,1,select,select,
metagenome,library,seq_quality_check,seq_quality_check,seq_quality_check,Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms).,0,1,text,text,
metagenome,library,EXPERIMENT_CENTER,sequencing_sequencing_center,seq_center,Name of instatute sequencing was done,0,0,text,OOD_List,
metagenome,library,url,seq_url,seq_url,URL of instatute sequencing was done,0,0,url,URL,
metagenome,library,,sequencing_mg_sequencing_make,seq_make,Make of the sequencing machine,0,0,text,OOD_List,
metagenome,library,PLATFORM,sequencing_mg_sequencing_model,seq_model,Model of the sequencing machine,0,0,text,OOD_List,
metagenome,library,,sequencing_mg_sequencing_chemistry,seq_chem,Sequencing chemistry used,0,0,text,OOD_List,
metagenome,library,,,adapters,Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters,0,1,text,text,
metagenome,library,,,assembly,How was the assembly done (e.g. with a text based assembler like phrap or a flowgram assembler); estimated error rate associated with the finished sequences (e.g. error rate of 1 in 1000 bp); and the method of calculation,0,1,text,text,
metagenome,library,,,assembly_name,Name/version of the assembly provided by the submitter that is used in the genome browsers and in the community,0,1,text,text,
metagenome,library,,,nucl_acid_ext,"Link to a literature reference, electronic resource or a standard operating procedure (SOP)",0,1,text,text,
metagenome,library,,,nucl_acid_amp,"Link to a literature reference, electronic resource or a standard operating procedure (SOP)",0,1,text,text,
metagenome,library,lib_size,library-construction---metagenome--_mg_library_size,lib_size,Total number of clones in the library prepared for the project,0,1,int,Measurement,
metagenome,library,,library-construction---metagenome--_mg_library_size_mean,lib_size_mean,Mean size of library clones,0,0,float,Range,
metagenome,library,lib_vector,library-construction---metagenome--_mg_library_construction_protocol,lib_const_meth,Library construction method used for clone libraries,0,1,text,OOD_List,
metagenome,library,,,lib_reads_seqd,Total number of clones sequenced from the library,0,1,text,text,
metagenome,library,,,lib_vector,Cloning vector type(s) used in construction of libraries,0,1,text,text,
metagenome,library,,,lib_screen,Specific enrichment or screening methods applied before and/or after creating clone libraries,0,1,text,text,
metagenome,library,,library-construction---metagenome--_mg_library_type,lib_type,Type of library used. For 454 only,0,0,text,OOD_List,
metagenome,library,KEY_SEQ,library-construction---metagenome--_mg_454_gasket_type,454_gasket_type,"Type gasket used, For 454 only",0,0,text,select,
metagenome,library,,library-construction---metagenome--_mg_454_number_regions,454_regions,Number of regions used. For 454 only,0,0,int,text,
metagenome,library,,,mgrast_id,MG-RAST Library ID,0,0,text,text,
metagenome,library,,external-ids_pubmed_id,pubmed_id,External Pubmed ID,0,0,text,text,
metagenome,library,,external-ids_gold_id,gold_id,External GOLD ID,0,0,text,text,
metagenome,library,,misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,text,
metatranscriptome,library,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
metatranscriptome,library,,project-description_metagenome_name,metagenome_name,Unique name for the sequences from this library,1,0,text,text,
metatranscriptome,library,,,metagenome_id,MG-RAST metagenome ID for sequences in this library,0,0,text,text,
metatranscriptome,library,,,file_name,Name of the sequence file submitted to MG-RAST,0,0,text,text,
metatranscriptome,library,,,file_checksum,MD5 checksum of the sequence file submitted to MG-RAST,0,0,text,text,
metatranscriptome,library,,investigation_type,investigation_type,"Library construction type. This field is either metagenome for whole genome shotgun sequencing or mimarks-survey for amplicon/target gene (eg. 16S) sequencing. Use one of: metagenome, mimarks-survey.",1,1,select,text,
metatranscriptome,library,sequencing_meth,sequencing_sequencing_method,seq_meth,"Sequencing method used. Use one of: sanger, pyrosequencing, abi-solid, ion torrent, 454, illumina, assembeled, other",1,1,select,select,
metatranscriptome,library,seq_quality_check,seq_quality_check,seq_quality_check,Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms).,0,1,text,text,
metatranscriptome,library,EXPERIMENT_CENTER,sequencing_sequencing_center,seq_center,Name of instatute sequencing was done,0,0,text,OOD_List,
metatranscriptome,library,url,seq_url,seq_url,URL of instatute sequencing was done,0,0,url,URL,
metatranscriptome,library,,sequencing_mg_sequencing_make,seq_make,Make of the sequencing machine,0,0,text,OOD_List,
metatranscriptome,library,PLATFORM,sequencing_mg_sequencing_model,seq_model,Model of the sequencing machine,0,0,text,OOD_List,
metatranscriptome,library,,sequencing_mg_sequencing_chemistry,seq_chem,Sequencing chemistry used,0,0,text,OOD_List,
metatranscriptome,library,,,samp_isol_dur,"The length of time taken to isolate the physical sample, for example time between obtaining the sample, filtration steps and finally snap freezing",0,1,float,Time,second
metatranscriptome,library,,,rrna_removal_meth,"Link to a literature reference, electronic resource or a standard operating procedure (SOP) describing the method for removal of rRNA from total RNA",0,1,text,text,
metatranscriptome,library,,,mrna_percent,mRNA as a percentage of total RNA after rRNA removal,1,1,float,Measurement,percent
metatranscriptome,library,,,rev_trans_meth,"Link to a literature reference, electronic resource or a standard operating procedure (SOP) describing the method for reverse transcription, including the enzyme name, method and details of primers",0,1,text,text,
metatranscriptome,library,,,cdna_purif_meth,"Link to a literature reference, electronic resource or a standard operating procedure (SOP) describing the method for removal of trace RNA contaminants from cDNA",0,1,text,text,
metatranscriptome,library,,,cdna_ampf_meth,"Link to a literature reference, electronic resource or a standard operating procedure (SOP) describing the method for amplifying the cDNA to boost the amount of material available for sequencing",0,1,text,text,
metatranscriptome,library,lib_size,library-construction---metagenome--_mg_library_size,lib_size,Total number of clones in the library prepared for the project,0,1,int,Measurement,
metatranscriptome,library,,library-construction---metagenome--_mg_library_size_mean,lib_size_mean,Mean size of library clones,0,0,float,Range,
metatranscriptome,library,lib_vector,library-construction---metagenome--_mg_library_construction_protocol,lib_const_meth,Library construction method used for clone libraries,0,1,text,OOD_List,
metatranscriptome,library,,,lib_reads_seqd,Total number of clones sequenced from the library,0,1,text,text,
metatranscriptome,library,,,lib_vector,Cloning vector type(s) used in construction of libraries,0,1,text,text,
metatranscriptome,library,,,lib_screen,Specific enrichment or screening methods applied before and/or after creating clone libraries,0,1,text,text,
metatranscriptome,library,,library-construction---metagenome--_mg_library_type,lib_type,Type of library used. For 454 only,0,0,text,OOD_List,
metatranscriptome,library,KEY_SEQ,library-construction---metagenome--_mg_454_gasket_type,454_gasket_type,"Type gasket used, For 454 only",0,0,text,select,
metatranscriptome,library,,library-construction---metagenome--_mg_454_number_regions,454_regions,Number of regions used. For 454 only,0,0,int,text,
metatranscriptome,library,,,mgrast_id,MG-RAST Library ID,0,0,text,text,
metatranscriptome,library,,external-ids_pubmed_id,pubmed_id,External Pubmed ID,0,0,text,text,
metatranscriptome,library,,external-ids_gold_id,gold_id,External GOLD ID,0,0,text,text,
metatranscriptome,library,,misc_param,misc_param,"any other measurement performed or parameter collected, that is not listed here",0,1,text,text,
mimarks-survey,library,sample_name,sample_name,sample_name,Unique name or id of the sample the library is derived from,1,0,text,text,
mimarks-survey,library,,project-description_metagenome_name,metagenome_name,Unique name for the sequences from this library,1,0,text,text,
mimarks-survey,library,,,metagenome_id,MG-RAST metagenome ID for sequences in this library,0,0,text,text,
mimarks-survey,library,,,file_name,Name of the sequence file submitted to MG-RAST,0,0,text,text,
mimarks-survey,library,,,file_checksum,MD5 checksum of the sequence file submitted to MG-RAST,0,0,text,text,
mimarks-survey,library,,investigation_type,investigation_type,"Library construction type. This field is either metagenome for whole genome shotgun sequencing or mimarks-survey for amplicon/target gene (eg. 16S) sequencing. Use one of: metagenome, mimarks-survey.",1,1,select,text,
mimarks-survey,library,sequencing_meth,sequencing_sequencing_method,seq_meth,"Sequencing method used. Use one of: sanger, pyrosequencing, abi-solid, ion torrent, 454, illumina, assembeled, other",1,1,select,select,
mimarks-survey,library,seq_quality_check,seq_quality_check,seq_quality_check,Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms).,0,1,text,text,
mimarks-survey,library,EXPERIMENT_CENTER,sequencing_sequencing_center,seq_center,Name of instatute sequencing was done,0,0,text,OOD_List,
mimarks-survey,library,url,seq_url,seq_url,URL of instatute sequencing was done,0,0,url,URL,
mimarks-survey,library,,sequencing_mg_sequencing_make,seq_make,Make of the sequencing machine,0,0,text,OOD_List,
mimarks-survey,library,PLATFORM,sequencing_mg_sequencing_model,seq_model,Model of the sequencing machine,0,0,text,OOD_List,
mimarks-survey,library,,sequencing_mg_sequencing_chemistry,seq_chem,Sequencing chemistry used,0,0,text,OOD_List,
mimarks-survey,library,,,seq_direction,"Sequencing direction, valid terms are forward, reverse, both - requied by VAMPS",0,0,select,text,
mimarks-survey,library,,,domain,"Archaea , Bacteria , Eukarya - requiered by VAMPS",0,0,select,text,
mimarks-survey,library,,,adapters,Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters,0,1,text,text,
mimarks-survey,library,,,nucl_acid_ext,"Link to a literature reference, electronic resource or a standard operating procedure (SOP)",0,1,text,text,
mimarks-survey,library,,,nucl_acid_amp,"Link to a literature reference, electronic resource or a standard operating procedure (SOP)",0,1,text,text,
mimarks-survey,library,lib_size,library-construction-16s-rrna-based_library_size,lib_size,Total number of clones in the library prepared for the project,0,1,int,Measurement,
mimarks-survey,library,lib_vector,library-construction-16s-rrna-based_library_construction_protocol,lib_const_meth,Library construction method used for clone libraries,0,1,text,OOD_List,
mimarks-survey,library,,,lib_reads_seqd,Total number of clones sequenced from the library,0,1,text,text,
mimarks-survey,library,,,lib_vector,Cloning vector type(s) used in construction of libraries,0,1,text,text,
mimarks-survey,library,,,lib_screen,Specific enrichment or screening methods applied before and/or after creating clone libraries,0,1,text,text,
mimarks-survey,library,target_gene,library-construction-16s-rrna-based_pcr_target,target_gene,"Targeted gene or locus name for marker gene studies; e.g. 16S rRNA, 18S rRNA, nif, amoA, rpo",1,1,text,text,
mimarks-survey,library,target_subfragment,target_subfragment,target_subfragment,"Name of subfragment of a gene or locus; e.g. V6, V9, ITS",0,1,text,text,
mimarks-survey,library,BARCODE,library-construction-16s-rrna-based_forward_barcodes,forward_barcodes,List of barcodes attached to forward primers,0,0,text,text,
mimarks-survey,library,,library-construction-16s-rrna-based_reverse_barcodes,reverse_barcodes,List of barcodes attached to reverse primers,0,0,text,text,
mimarks-survey,library,pcr_primers,library-construction-16s-rrna-based_forward_primer,forward_primers,"List of forward PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",0,1,text,text,
mimarks-survey,library,pcr_primers,library-construction-16s-rrna-based_reverse_primer,reverse_primers,"List of reverse PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",0,1,text,text,
mimarks-survey,library,,,run_number,Samples were sequenced in multiple pools with non-unique barcodes,0,0,text,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_thermocycler                 ,thermocycler,Thermocycler make and model,0,0,text,Instrument,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_run_machine_type             ,run_machine_type,Sequencing machine make and model,0,0,text,Instrument,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cloning_kit                  ,cloning_kit,Cloning kit make and model,0,0,text,Instrument,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_host_cells                   ,host_cells,Component cells make and model,0,0,text,Instrument,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_amp_polymerase               ,amp_polymerase,The polymerase used for amplification. Compare to tail_polymerase. Also could be RT PCR if rRNA was isolated from specimen.,0,0,text,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_count                  ,cycle_count,Number of thermocycles,0,0,int,Measurement,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_annealing_duration     ,cycle_annealing_duration,Cycle annealing time in seconds,0,0,float,Time,second
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_annealing_temp         ,cycle_annealing_temp,Cycle annealing temperature in celsius. May be one or more values,0,0,float,Measurement_List,celsius
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_annealing_method       ,cycle_annealing_method,"Cycle annealing method. Use one of: static, touchdown, gradient, other",0,0,text,select,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_denaturation_duration  ,cycle_denaturation_duration,Cycle denaturation time in seconds,0,0,float,Time,second
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_denaturation_temp      ,cycle_denaturation_temp,Cycle denaturation temperature in celsius,0,0,float,Measurement,celsius
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_extension_duration     ,cycle_extension_duration,Cycle extension time in seconds,0,0,float,Time,second
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_cycle_extension_temp         ,cycle_extension_temp,Cycle extension temperature in celsius,0,0,float,Measurement,celsius
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_denaturation_duration_initial,denaturation_duration_initial,Initial denaturation time in seconds,0,0,float,Time,second
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_denaturation_temp_initial    ,denaturation_temp_initial,Initial denaturation temperature in celsius,0,0,float,Measurement,celsius
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_extension_duration_final     ,extension_duration_final,Final extension time in seconds,0,0,float,Time,second
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_extension_temp_final         ,extension_temp_final,Final extension temperature in celsius,0,0,float,Measurement,celsius
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_forward_primer_final_conc    ,forward_primer_final_conc,Forward primer final concentration in micromolar,0,0,float,Measurement,micromolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_reverse_primer_final_conc    ,reverse_primer_final_conc,Reverse primer final concentration in micromolar,0,0,float,Measurement,micromolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_dATP_final_conc              ,dATP_final_conc,dATP final concentration in micromolar,0,0,float,Measurement,micromolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_dCTP_final_conc              ,dCTP_final_conc,dATP final concentration in micromolar,0,0,float,Measurement,micromolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_dGTP_final_conc              ,dGTP_final_conc,dATP final concentration in micromolar,0,0,float,Measurement,micromolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_dTTP_final_conc              ,dTTP_final_conc,dATP final concentration in micromolar,0,0,float,Measurement,micromolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_gelatin_final_conc           ,gelatin_final_conc,Gelatin final concentration expressed in percent,0,0,float,Measurement,percent
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_BSA_final_conc               ,BSA_final_conc,Final BSA concentration expressed in milligram / milliliter,0,0,float,Measurement,milligram/milliliter
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_KCl_final_conc               ,KCl_final_conc,KCl final concentration expressed in millimolar,0,0,float,Measurement,millimolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_MgCl2_final_conc             ,MgCl2_final_conc,MgCl2 final concentration expressed in millimolar,0,0,float,Measurement,millimolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_Tris_HCl_final_conc          ,Tris_HCl_final_conc,Tris-HCl final concentration expressed in millimolar,0,0,float,Measurement,millimolar
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_library_institute            ,library_institute,Name of institute creating the library,0,0,text,OOD_List,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_library_notes                ,library_notes,Additional notes/information about the library,0,0,text,textarea,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_local_NAP_ids                ,local_NAP_ids,A list of nucleic acid prep ids processed in this batch. This is the ID attached to the tube containing the purified nucleic acids,0,0,text,Text_List,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_NAP_volume                   ,NAP_volume,A list of volumes of nucleic acid preps used for PCR in this batch. Expressed in microliters,0,0,text,Measurement_Named,microliters
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_pcr_clean_up_kits            ,pcr_clean_up_kits,"One or more can be listed, but should be in corresponding order with clean_up_methods. Ex: MoBio UltraClean PCR Clean-Up Kit",0,0,text,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_pcr_clean_up_methods         ,pcr_clean_up_methods,"One or more can be listed. Ex: column, gel, precipitation, size exclusion filtration",0,0,text,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_pcr_notes                    ,pcr_notes,Additional notes/information about PCR,0,0,text,textarea,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_pcr_replicates               ,pcr_replicates,Replicate PCR reactiond that are pooled,0,0,text,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_pcr_buffer_pH,pcr_buffer_pH,pH of PCR buffer,0,0,float,Measurement,pH
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_pcr_volume                   ,pcr_volume,PCR buffer volume expressed in microliters,0,0,float,Measurement,microliters
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_polymerase_units             ,polymerase_units,Enzymatic units per tube,0,0,float,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_tail_polymerase,tail_polymerase,The polymerase used in tailing reaction,0,0,text,text,
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_tail_duration                ,tail_duration,Incubation time for tailing reaction in seconds,0,0,float,Time,second
mimarks-survey,library,pcr_cond,library-construction-16s-rrna-based_tail_temp,tail_temp,Incubation temperature for tailing reaction in celsius,0,0,float,Measurement,celsius
